1	10002	6
1	10149	13
1	10045	6
1	10255	6
1	10353	9
1	10285	7
1	10357	7
1	10440	6
1	16734	8
1	99116	6
1	724137	7
1	724203	8
1	725126	7
1	725148	8
1	725060	8
1	725061	8
1	725568	16
1	725525	11
1	725526	7
1	725583	10
1	725531	13
1	725541	12
1	725683	12
1	725556	8
1	725725	9
1	725716	8
1	725752	20
1	725865	11
1	725755	10
1	725848	12
1	726003	6
1	725879	6
1	725961	7
1	726104	6
1	726142	6
1	726174	9
1	726115	17
1	726219	18
1	726257	7
1	726323	6
1	727012	6
1	727029	9
1	727013	10
1	726998	6
1	726904	41
1	726992	11
1	727014	14
1	727001	34
1	727017	21
1	727026	29
1	726905	8
1	727044	8
1	726906	10
1	726908	9
1	727037	9
1	727038	14
1	726909	8
1	726910	8
1	727016	7
1	726923	7
1	726924	34
1	726925	10
1	727023	7
1	726928	7
1	727043	20
1	726929	15
1	726930	9
1	726933	7
1	726934	10
1	726944	15
1	726950	6
1	726954	8
1	726985	23
1	756308	14
1	756259	6
1	768116	9
1	795591	12
1	818025	20
1	818330	6
1	821343	7
1	821634	7
1	821604	13
1	825826	7
1	825831	31
1	826137	8
1	829205	9
1	872787	15
1	874954	6
1	884091	9
1	919993	12
1	934165	12
1	934123	6
1	957970	6
1	957967	6
1	964825	8
1	964745	6
1	997428	6
1	1004214	9
1	1004112	7
1	1035051	7
1	1059423	6
1	1059512	9
1	1070119	9
1	1080940	10
1	1092674	8
1	1125491	6
1	1130898	7
1	1176028	8
1	1201029	10
1	1214800	8
1	1229111	10
1	1251143	6
1	1254027	7
1	1258132	8
1	1275264	6
1	1302326	7
1	1318030	9
1	1319951	11
1	1362768	8
1	1362713	9
1	1362882	6
1	1362881	33
1	1362779	16
1	1362786	12
1	1362827	9
1	1378319	11
1	1378235	17
1	1413217	7
1	1413382	9
1	1506624	6
1	1521329	7
1	1530494	9
1	1530686	8
1	1532868	10
1	1584546	6
1	1584476	7
1	1621719	6
1	1647689	12
1	1648452	11
1	1649118	6
1	1649344	7
1	1649535	8
1	1649450	6
1	1651070	14
1	1705153	6
1	1705168	8
1	1727190	6
1	1749744	8
1	1777293	6
1	1795753	8
1	1835863	8
1	1860828	14
1	1860823	9
1	1869537	6
1	1880375	6
1	1880429	9
1	1880373	6
1	1886528	7
1	1886457	6
1	1900393	6
1	1925175	23
1	1925144	15
1	1943718	6
1	1950659	6
1	1965284	6
1	2029549	10
1	2038310	11
1	2052958	7
1	2053124	7
1	2053385	6
1	2053393	7
1	2053425	9
1	2053429	13
1	2053307	14
1	2053311	7
1	2053456	8
1	2053460	10
1	2053325	76
1	2053329	9
1	2053336	12
1	2054431	7
1	2054425	7
1	2054998	6
1	2055545	8
1	2055755	34
1	2055748	9
1	2055631	22
1	2055649	7
1	2055773	7
1	2055670	8
1	2055792	8
1	2055688	26
1	2055692	8
1	2251383	7
1	2256623	8
1	2256629	9
1	2280169	8
1	2280159	9
1	2295201	7
1	2324498	6
1	2324473	11
1	2362086	9
1	2371881	8
1	2454255	10
1	2454128	11
1	2454250	6
1	2454314	9
1	2470681	6
1	2533603	13
1	2533554	13
1	2540345	8
1	2583560	6
1	2583595	7
1	2583771	13
1	2583641	12
1	2583751	9
1	2583779	18
1	2583770	9
1	2583650	23
1	2583782	37
1	2583652	10
1	2583773	7
1	2583767	7
1	2583653	7
1	2583665	6
1	2583666	13
1	2583672	12
1	2583677	6
1	2583678	6
1	2583685	7
1	2583687	11
1	2583691	8
1	2583792	6
1	2583700	6
1	2583826	6
1	2583705	7
1	2583850	17
1	2583717	6
1	2583799	20
1	2583906	10
1	2583812	6
1	2583805	6
1	2583948	32
1	2583959	12
1	2583849	15
1	2583843	12
1	2583982	8
1	2583991	13
1	2584200	6
1	2584275	6
1	2584345	6
1	2584533	7
1	2584541	6
1	2584684	6
1	2584555	10
1	2584836	6
1	2584723	20
1	2584727	7
1	2584729	6
1	2584876	6
1	2584763	9
1	2584818	6
1	2584986	6
1	2584901	7
1	2585054	13
1	2585082	7
1	2585306	16
1	2585241	6
1	2585303	21
1	2585292	9
1	2585310	23
1	2585311	7
1	2585325	6
1	2585463	16
1	2585441	6
1	2585586	15
1	2585588	7
1	2585595	6
1	2585596	6
1	2585635	14
1	2585642	23
1	2585657	7
1	2585532	8
1	2585672	8
1	2585684	6
1	2585561	7
1	2585591	7
1	2585592	8
1	2585605	6
1	2585763	16
1	2585905	6
1	2586110	8
1	2586044	12
1	2586443	31
1	2586303	6
1	2586439	22
1	2586308	9
1	2586442	23
1	2586437	6
1	2586331	6
1	2586374	11
1	2587324	7
1	2587286	7
1	2587290	9
1	2587609	6
1	2587810	18
1	2589640	7
1	2603371	8
1	2603292	16
1	2603297	7
1	2606505	7
1	2609084	6
1	2614969	6
1	2614868	6
1	2615430	7
1	2615587	6
1	2615479	14
1	2617737	7
1	2618772	6
1	2619479	6
1	2619809	10
1	2620470	10
1	2621329	9
1	2622227	6
1	2622800	18
1	2622675	12
1	2622813	10
1	2622716	10
1	2623116	20
1	2623451	18
1	2623456	10
1	2623601	6
1	2623590	9
1	2623469	6
1	2626492	14
1	2627094	7
1	2627413	6
1	2628460	6
1	2628719	7
1	2628730	8
1	2628851	13
1	2628939	8
1	2628994	6
1	2629099	6
1	2629163	6
1	2629037	10
1	2629045	21
1	2629183	6
1	2629191	7
1	2629187	10
1	2629192	18
1	2629223	8
1	2629084	6
1	2629093	7
1	2629240	14
1	2629111	8
1	2629195	10
1	2629126	30
1	2629127	6
1	2629256	6
1	2629129	8
1	2629131	7
1	2629249	14
1	2629216	7
1	2629198	27
1	2629201	9
1	2629207	6
1	2629261	6
1	2629491	9
1	2630355	7
1	2630353	6
1	2630592	10
1	2688669	8
1	2701881	6
1	2708598	7
1	2764156	6
1	2775877	8
1	2776134	17
1	2776143	16
1	2776028	10
1	2776101	13
1	2855084	6
1	2881591	6
1	2897647	6
1	2897557	8
1	2933253	6
1	2933250	20
1	2942540	14
1	2942607	6
1	2942564	9
1	2971849	14
1	3028041	12
1	3028030	17
1	3063124	6
1	3092611	7
1	3092862	7
1	3097733	6
1	3118952	6
1	3172394	8
1	3177311	22
1	3177306	25
1	3193290	13
1	3193234	15
1	3252175	6
1	3262343	10
1	3262321	6
1	3268093	16
1	3268096	12
1	3319625	7
1	3319570	6
1	3326398	9
1	3365316	9
1	3393897	14
1	3393889	8
1	3393856	6
1	3393911	26
1	3393867	36
1	3393903	8
1	3398901	6
1	3402515	6
1	3418613	7
1	3418674	31
1	3418654	27
1	3418653	30
1	3418581	48
1	3418616	21
1	3448079	7
1	3455282	6
1	3476583	7
1	3495309	6
1	3504446	10
1	3509998	6
1	3545194	8
1	3709028	9
1	3711617	7
1	3714289	38
1	3714245	44
1	3737067	13
1	3737058	14
1	3738810	7
1	3761262	9
1	3771453	7
1	3785282	26
1	3785163	13
1	3785178	9
1	3818460	6
1	3845268	35
1	4046188	6
1	4067619	8
1	4099872	9
1	4103985	6
1	4103945	8
1	4124984	6
1	4126406	6
1	4133669	6
1	4204538	15
1	4204541	26
1	4204654	10
1	4204543	6
1	4204690	14
1	4204693	29
1	4204800	13
1	4204680	7
1	4204682	10
1	4204688	9
1	4204726	12
1	4222781	6
1	4222780	12
1	4288450	8
1	4363014	11
1	4363123	15
1	4363240	16
1	4363235	16
1	4363132	27
1	4363213	6
1	4363142	14
1	4363206	8
1	4378416	6
1	4396588	44
1	4396560	7
1	4396561	22
1	4596011	9
1	4603782	7
1	4603780	8
1	4603728	6
1	4603741	7
1	4605019	6
1	4624790	8
1	4674649	6
1	4679500	6
1	4709373	9
1	4723761	7
1	4723758	12
1	4800457	9
1	4800415	9
1	4831832	10
1	4831854	19
1	4831835	8
1	4867694	7
1	4873380	6
1	4931584	7
1	4999557	17
1	4999528	6
1	4999478	9
1	4999483	8
1	4999561	8
1	4999590	13
1	4999725	41
1	4999593	18
1	4999732	39
1	4999594	12
1	4999730	9
1	4999600	13
1	4999717	15
1	4999608	67
1	4999747	23
1	4999749	9
1	4999620	15
1	4999627	7
1	4999628	8
1	5123379	7
1	5135754	9
1	5135820	9
1	5135810	7
1	5156038	11
1	5172487	6
1	5172580	6
1	5180539	6
1	5220391	31
1	5220389	16
1	5220333	16
1	5235620	6
1	5270540	10
1	5287731	7
1	5289052	10
1	5309091	8
1	5336759	6
1	5344216	9
1	5344219	13
1	5447235	11
1	5447229	19
