1	10351	8
1	10621	7
1	724203	14
1	724137	7
1	724139	7
1	724605	10
1	724476	13
1	725046	6
1	725060	7
1	725207	10
1	725583	9
1	725531	8
1	725541	10
1	725683	6
1	725752	17
1	725865	10
1	725755	6
1	725979	7
1	726115	17
1	726219	14
1	726257	7
1	726715	6
1	727017	24
1	726992	9
1	727001	31
1	726904	43
1	727037	18
1	727016	13
1	726905	8
1	726996	8
1	726906	11
1	727013	14
1	726908	10
1	726958	6
1	727026	35
1	726998	13
1	727038	8
1	726985	12
1	726923	8
1	726924	58
1	727021	7
1	726925	11
1	726927	6
1	726928	10
1	727009	6
1	726929	22
1	726930	10
1	726931	7
1	726944	11
1	726946	9
1	726949	7
1	726950	7
1	726953	6
1	726954	6
1	726955	12
1	727043	9
1	756308	6
1	756259	12
1	756268	7
1	768116	10
1	818025	14
1	821634	8
1	821604	6
1	825831	18
1	826137	10
1	829170	10
1	829205	13
1	860799	7
1	884082	8
1	919993	18
1	920002	6
1	922682	14
1	934165	14
1	934123	12
1	937795	9
1	957970	8
1	957967	17
1	974791	6
1	1004214	8
1	1076497	8
1	1103424	8
1	1176080	6
1	1229176	8
1	1229111	9
1	1247578	10
1	1258132	7
1	1295886	6
1	1295879	8
1	1295880	9
1	1318030	6
1	1362396	6
1	1413217	7
1	1413382	7
1	1501010	11
1	1503292	6
1	1521329	18
1	1540881	6
1	1541897	6
1	1584546	6
1	1584476	6
1	1589620	9
1	1598449	6
1	1598573	8
1	1647689	6
1	1647730	8
1	1648452	8
1	1649118	11
1	1650602	7
1	1651070	13
1	1651077	9
1	1705168	6
1	1860828	9
1	1860823	7
1	1869284	8
1	1869311	7
1	1880375	6
1	1880373	10
1	1886457	6
1	1925175	15
1	1925144	10
1	1943718	12
1	2029552	7
1	2029549	11
1	2052915	7
1	2052948	9
1	2052958	6
1	2053393	12
1	2053390	18
1	2053318	11
1	2053325	54
1	2053388	11
1	2053460	6
1	2053329	11
1	2054425	7
1	2055748	7
1	2055755	24
1	2055688	28
1	2055692	8
1	2241112	6
1	2256629	8
1	2324498	24
1	2324473	19
1	2375034	8
1	2416665	8
1	2454128	9
1	2532135	6
1	2583705	8
1	2583595	6
1	2583720	7
1	2583717	7
1	2583676	7
1	2583719	6
1	2583751	9
1	2583640	6
1	2583644	8
1	2583760	10
1	2583770	16
1	2583650	36
1	2583755	9
1	2583782	63
1	2583651	20
1	2583763	14
1	2583779	34
1	2583652	15
1	2583653	11
1	2583778	7
1	2583654	6
1	2583784	8
1	2583777	26
1	2583664	29
1	2583771	11
1	2583665	20
1	2583798	16
1	2583666	14
1	2583792	7
1	2583672	11
1	2583677	17
1	2583685	25
1	2583689	6
1	2583700	13
1	2583837	9
1	2583831	7
1	2583838	6
1	2583850	17
1	2583889	9
1	2583906	9
1	2583849	25
1	2583785	8
1	2583786	6
1	2583799	15
1	2583941	6
1	2583803	15
1	2583807	7
1	2583808	9
1	2583948	47
1	2583942	18
1	2583959	12
1	2583963	6
1	2583839	6
1	2583982	16
1	2584116	6
1	2583991	24
1	2584117	7
1	2584163	10
1	2584340	7
1	2584242	8
1	2584396	13
1	2584285	8
1	2584419	6
1	2584492	7
1	2584637	7
1	2584533	10
1	2584644	6
1	2584655	14
1	2584541	9
1	2584550	31
1	2584555	21
1	2584836	8
1	2584765	14
1	2584726	6
1	2584727	17
1	2584876	17
1	2584886	8
1	2584761	19
1	2584763	16
1	2584766	36
1	2584770	9
1	2584978	9
1	2584897	20
1	2585009	8
1	2584901	7
1	2585146	6
1	2585054	25
