1	83786	6
1	724137	10
1	724203	14
1	724139	6
1	724881	6
1	725126	13
1	725033	7
1	725040	6
1	725174	8
1	725046	6
1	725060	14
1	725076	6
1	725631	6
1	725583	14
1	725531	13
1	725541	13
1	725683	12
1	725556	8
1	725865	11
1	725752	20
1	725848	18
1	725979	6
1	725879	8
1	725892	7
1	725917	14
1	725970	13
1	726037	8
1	726115	15
1	726257	14
1	726281	6
1	726779	10
1	726715	9
1	726988	7
1	727016	19
1	727026	40
1	727017	21
1	727001	22
1	726902	7
1	727037	11
1	726993	8
1	727038	11
1	726904	38
1	727024	6
1	727014	9
1	726905	6
1	726906	14
1	727029	10
1	726909	10
1	727023	8
1	726923	11
1	727044	7
1	726924	52
1	726925	10
1	726928	6
1	726929	17
1	726930	9
1	726931	6
1	726935	6
1	726949	7
1	726950	7
1	727043	12
1	726985	15
1	756308	11
1	756259	6
1	795591	7
1	818025	15
1	821634	14
1	821604	17
1	825306	11
1	825826	6
1	825831	23
1	826137	7
1	829170	6
1	829205	10
1	843248	8
1	874950	8
1	875688	10
1	884091	13
1	884082	8
1	919993	6
1	919991	7
1	922682	8
1	957970	6
1	957967	21
1	964745	6
1	970549	15
1	984568	7
1	992014	9
1	991982	8
1	1004214	12
1	1004395	6
1	1027203	6
1	1070119	12
1	1080940	7
1	1103478	6
1	1125491	6
1	1229176	9
1	1229111	16
1	1251231	7
1	1259581	6
1	1295879	6
1	1317967	7
1	1362718	10
1	1362881	20
1	1362786	9
1	1378319	8
1	1378235	11
1	1401915	10
1	1405805	9
1	1413217	9
1	1434991	7
1	1456678	9
1	1501108	12
1	1501010	23
1	1503292	16
1	1521329	14
1	1528226	8
1	1540919	6
1	1584476	9
1	1594841	6
1	1598573	7
1	1647689	10
1	1647730	7
1	1649118	11
1	1649344	9
1	1649450	6
1	1651070	12
1	1651077	6
1	1681044	7
1	1740650	6
1	1741974	12
1	1744255	6
1	1751819	8
1	1754681	7
1	1815423	8
1	1855672	9
1	1855655	6
1	1860828	6
1	1860823	8
1	1866375	8
1	1869311	7
1	1869537	6
1	1880375	8
1	1880373	8
1	1886528	13
1	1886475	6
1	1894895	6
1	1924637	6
1	1925175	26
1	1925143	10
1	1943752	6
1	1943718	8
1	1988185	6
1	2002490	10
1	2010283	6
1	2029552	8
1	2029549	6
1	2051761	6
1	2052952	7
1	2079159	6
1	2095740	8
1	2177253	8
1	2191997	9
1	2256623	8
1	2256549	6
1	2280169	9
1	2280159	6
1	2300794	11
1	2324498	17
1	2324473	12
1	2375034	8
1	2415196	7
1	2441835	7
1	2454255	7
1	2454128	13
1	2454314	13
1	2470681	7
1	2533603	18
1	2533554	11
1	2540345	6
1	2572679	8
1	2583461	8
1	2583560	8
1	2583597	6
1	2583721	7
1	2583644	7
1	2583782	31
1	2583767	10
1	2583650	29
1	2583652	12
1	2583653	9
1	2583779	18
1	2583664	13
1	2583665	12
1	2583666	10
1	2583710	6
1	2583763	7
1	2583672	9
1	2583674	10
1	2583675	10
1	2583685	10
1	2583686	6
1	2583687	6
1	2583700	8
1	2583799	13
1	2583803	10
1	2583906	8
1	2583805	9
1	2583942	16
1	2583948	23
1	2583963	6
1	2583964	6
1	2583959	12
1	2583849	17
1	2583991	8
1	2584533	11
1	2584555	14
1	2584784	6
1	2584723	11
1	2584761	12
1	2584897	10
1	2585054	8
1	2585082	9
1	2585134	6
1	2585148	6
1	2585301	6
1	2585306	7
1	2585299	7
1	2585303	21
1	2585310	17
1	2585311	6
1	2585313	8
1	2585321	9
1	2585325	13
1	2585463	12
1	2585361	13
1	2585441	10
1	2585586	20
1	2585447	9
1	2585588	7
1	2585481	6
1	2585491	7
1	2585635	12
1	2585642	8
1	2585656	6
1	2585657	17
1	2585675	11
1	2585684	9
1	2585707	11
1	2585723	6
1	2585724	8
1	2585592	10
1	2585596	9
1	2585599	6
1	2585605	6
1	2585763	16
1	2585807	8
1	2586026	7
1	2585939	9
1	2585947	7
1	2586087	9
1	2586044	15
1	2586139	10
1	2586439	48
1	2586442	33
1	2586438	13
1	2586443	29
1	2586437	7
1	2586308	9
1	2586333	12
1	2586418	6
1	2586374	22
1	2586399	6
1	2587810	21
1	2588624	15
1	2591485	6
1	2591422	9
1	2603292	15
1	2603297	7
1	2606543	10
1	2606545	7
1	2606552	6
1	2614346	10
1	2615374	7
1	2615479	31
1	2615596	6
1	2618899	9
1	2618767	6
1	2619809	11
1	2620470	12
1	2622227	7
1	2622800	20
1	2622813	9
1	2622675	6
1	2622688	6
1	2623116	15
1	2623569	8
1	2623451	22
1	2623456	15
1	2626492	12
1	2627167	6
1	2627077	7
1	2627508	6
1	2627401	6
1	2627705	12
1	2628638	10
1	2628719	8
1	2628730	8
1	2628851	16
1	2629103	6
1	2629037	17
1	2629045	15
1	2629049	8
1	2629191	9
1	2629192	20
1	2629187	8
1	2629201	16
1	2629183	8
1	2629223	7
1	2629237	8
1	2629099	6
1	2629240	20
1	2629249	10
1	2629248	14
1	2629126	35
1	2629128	7
1	2629256	7
1	2629132	6
1	2629244	6
1	2629137	10
1	2629203	18
1	2629198	42
1	2629216	6
1	2629375	7
1	2701881	8
1	2776134	10
1	2776028	9
1	2776174	7
1	2776101	8
1	2794151	6
1	2794108	10
1	2855084	9
1	2855068	14
1	2923834	6
1	2933253	7
1	2933250	19
1	2942540	8
1	2942607	8
1	2942564	7
1	2958578	8
1	2959178	6
1	3028041	14
1	3028030	10
1	3092611	12
1	3097733	9
1	3118952	7
1	3139692	7
1	3177311	19
1	3177306	15
1	3190563	6
1	3193290	16
1	3193234	10
1	3268096	11
1	3365316	6
1	3393897	22
1	3393889	16
1	3393856	10
1	3393911	38
1	3393902	10
1	3393867	57
1	3393870	19
1	3393871	10
1	3418613	6
1	3418674	41
1	3418554	11
1	3418581	71
1	3418653	39
1	3495309	7
1	3504446	9
1	3545194	6
1	3643465	6
1	3650501	7
1	3666466	9
1	3714289	13
1	3714245	13
1	3716114	7
1	3737116	10
1	3737024	13
1	3738810	7
1	3748999	6
1	3759958	9
1	3761262	13
1	3785282	32
1	3785163	18
1	3785178	17
1	3793892	7
1	3845268	29
1	4059835	11
1	4085838	6
1	4086522	15
1	4124445	7
1	4124984	8
1	4155172	6
1	4196760	9
1	4204519	6
1	4204541	22
1	4204679	7
1	4204690	14
1	4204693	56
1	4204674	9
1	4204797	6
1	4204680	8
1	4204688	13
1	4204726	6
1	4222781	6
1	4222780	7
1	4363123	8
1	4363240	6
1	4363132	18
1	4363235	7
1	4363142	7
